timestamp,pod_name,Status,initial_node,running_node,ran_delay,inter_node_delay
2024-06-11 15:48:55.729,julius-pod-bu-92,Running,minikube,minikube,13,0
2024-06-11 15:48:55.748,julius-pod-bu-121,Running,minikube,minikube-m02,36,11
2024-06-11 15:48:57.360,julius-pod-bu-92,Succeeded,minikube,minikube,13,0
2024-06-11 15:48:58.102,julius-pod-bu-92,Succeeded,minikube,minikube,13,0
2024-06-11 15:49:01.191,mrleo-pod-bu-47,Pending,minikube,minikube,81,0
2024-06-11 15:49:01.225,mrleo-pod-bu-47,Pending,minikube,minikube,81,0
2024-06-11 15:49:03.898,mrleo-pod-bu-47,Running,minikube,minikube,81,0
2024-06-11 15:49:10.403,julius-pod-bu-97,Running,minikube,minikube,27,0
2024-06-11 15:49:11.638,julius-pod-bu-97,Succeeded,minikube,minikube,27,0
2024-06-11 15:49:12.539,julius-pod-bu-97,Succeeded,minikube,minikube,27,0
2024-06-11 15:49:13.696,julius-pod-bu-127,Pending,minikube,minikube-m02,56,11
2024-06-11 15:49:13.721,julius-pod-bu-127,Pending,minikube,minikube-m02,56,11
2024-06-11 15:49:14.697,julius-pod-bu-127,Running,minikube,minikube-m02,56,11
2024-06-11 15:49:28.097,julius-pod-bu-132,Pending,minikube-m02,minikube-m02,29,0
2024-06-11 15:49:28.161,julius-pod-bu-132,Pending,minikube-m02,minikube-m02,29,0
2024-06-11 15:49:29.494,julius-pod-bu-132,Running,minikube-m02,minikube-m02,29,0
2024-06-11 15:49:30.552,julius-pod-bu-101,Running,minikube-m02,minikube-m02,24,0
2024-06-11 15:49:30.588,mrleo-pod-bu-46,Running,minikube-m02,minikube-m02,46,0
2024-06-11 15:49:31.903,julius-pod-bu-101,Succeeded,minikube-m02,minikube-m02,24,0
2024-06-11 15:49:31.993,mrleo-pod-bu-46,Succeeded,minikube-m02,minikube-m02,46,0
2024-06-11 15:49:32.761,mrleo-pod-bu-46,Succeeded,minikube-m02,minikube-m02,46,0
2024-06-11 15:49:32.860,julius-pod-bu-101,Succeeded,minikube-m02,minikube-m02,24,0
2024-06-11 15:49:34.609,mrleo-pod-bu-56,Pending,minikube-m02,minikube-m02,50,0
2024-06-11 15:49:34.628,mrleo-pod-bu-56,Pending,minikube-m02,minikube-m02,50,0
2024-06-11 15:49:36.030,mrleo-pod-bu-56,Running,minikube-m02,minikube-m02,50,0
2024-06-11 15:49:41.368,julius-pod-bu-120,Running,minikube-m02,minikube,51,11
2024-06-11 15:49:42.746,julius-pod-bu-120,Succeeded,minikube-m02,minikube,51,11
2024-06-11 15:49:43.538,julius-pod-bu-120,Succeeded,minikube-m02,minikube,51,11
2024-06-11 15:49:44.900,julius-pod-bu-150,Pending,minikube-m02,minikube,93,11
2024-06-11 15:49:44.958,julius-pod-bu-150,Pending,minikube-m02,minikube,93,11
2024-06-11 15:49:46.951,julius-pod-bu-150,Running,minikube-m02,minikube,93,11
2024-06-11 15:50:11.556,julius-pod-bu-165,Pending,minikube-m02,minikube,119,11
2024-06-11 15:50:11.634,julius-pod-bu-165,Pending,minikube-m02,minikube,119,11
